1840000,Y,USB-D,160m,,,6000,,
3573000,Y,USB-D,80m,,,6000,,
5357000,Y,USB-D,60m,,,6000,,
7074000,Y,USB-D,40m,,,6000,,
10136000,Y,USB-D,30m,,,6000,,
14074000,Y,USB-D,20m,,,6000,,
18100000,Y,USB-D,17m,,,6000,,
21074000,Y,USB-D,15m,,,6000,,
24915000,Y,USB-D,12m,,,6000,,
28074000,Y,USB-D,10m,,,6000,,
50313000,Y,USB-D,6m,,,6000,,
70154000,Y,USB-D,4m,,,6000,,
144174000,Y,USB-D,2m,,,6000,,
145998000,Y,USB-D,2m,,,6000,,
432174000,Y,USB-D,70cm,,,6000,,


